date,version_downloads
2026-06-23,322
2026-06-24,487
2026-06-25,577
2026-06-26,619
2026-06-27,652
2026-06-29,791
2026-07-01,920
2026-07-02,972
2026-07-03,1006
2026-07-04,1028
2026-07-06,1115
2026-07-07,1154
2026-07-08,1193
2026-07-09,1223
2026-07-10,1249
2026-07-11,1264
2026-07-13,1324
2026-07-14,1368
2026-07-15,1409
