date,version_downloads
2026-05-27,845
2026-05-28,3198
2026-05-29,5758
2026-05-30,6486
2026-06-01,7652
2026-06-02,8707
2026-06-03,9868
2026-06-04,10737
2026-06-05,12280
2026-06-06,12715
2026-06-08,13452
