date,version_downloads
2026-06-29,6
2026-07-01,474
2026-07-02,721
2026-07-03,856
2026-07-04,964
2026-07-06,1461
2026-07-07,1667
2026-07-08,1868
2026-07-09,2089
2026-07-10,2278
2026-07-11,2393
2026-07-13,2763
2026-07-14,2956
2026-07-15,3152
2026-07-16,3345
2026-07-17,3550
2026-07-18,3692
2026-07-19,3877
2026-07-20,4078
