date,version_downloads
2026-09-04,180
2026-09-05,255
2026-09-06,287
2026-09-07,380
2026-09-08,473
2026-09-09,535
2026-09-10,616
2026-09-11,649
2026-09-12,678
2026-09-13,695
2026-09-14,747
2026-09-15,791
2026-09-16,824
