date,version_downloads
2026-01-29,46
2026-01-30,181
2026-01-31,246
2026-02-01,395
2026-02-02,567
2026-02-03,711
2026-02-04,800
2026-02-05,878
2026-02-06,934
2026-02-07,953
2026-02-08,974
2026-02-09,1075
2026-02-10,1120
2026-02-15,1321
2026-02-16,1370
2026-02-17,1413
2026-02-18,1454
2026-02-19,1509
2026-02-20,1540
2026-02-21,1557
2026-02-22,1602
2026-02-23,1657
2026-02-24,1694
2026-02-25,1734
2026-02-26,1778
2026-02-27,1806
2026-02-28,1822
2026-03-01,1841
2026-03-02,1885
