date,version_downloads
2025-11-02,1157
2025-11-03,1233
2025-11-04,1290
2025-11-05,1324
2025-11-06,1364
2025-11-07,1390
2025-11-08,1413
2025-11-09,1421
2025-11-10,1456
2025-11-11,1495
2025-11-12,1546
2025-11-13,1598
2025-11-14,1639
2025-11-15,1645
2025-11-16,1663
