date,version_downloads
2026-04-28,79
2026-04-29,386
2026-04-30,467
2026-05-01,546
2026-05-02,584
2026-05-03,663
2026-05-04,790
2026-05-05,875
2026-05-06,949
2026-05-07,1026
2026-05-08,1070
2026-05-09,1091
2026-05-11,1219
2026-05-12,1291
2026-05-13,1346
2026-05-14,1419
2026-05-15,1457
2026-05-16,1475
2026-05-18,1528
2026-05-19,1643
2026-05-21,1745
