date,version_downloads
2025-11-02,406
2025-11-03,1195
2025-11-04,1651
2025-11-05,2317
2025-11-06,2840
2025-11-07,3186
2025-11-08,3287
2025-11-09,3421
2025-11-10,3901
2025-11-11,4316
2025-11-12,4833
2025-11-13,5271
2025-11-14,5641
2025-11-15,5756
2025-11-16,5968
2025-11-17,6422
2025-11-18,6883
2025-11-19,7313
2025-11-20,7674
2025-11-21,8076
