date,version_downloads
2025-12-16,215
2025-12-17,1745
2025-12-18,3576
2025-12-19,4646
2025-12-20,5191
2025-12-21,5871
2025-12-22,6742
2025-12-23,7441
2025-12-24,7913
2025-12-25,8329
2025-12-26,8836
2025-12-27,9190
2025-12-28,9604
2025-12-29,10221
2025-12-30,10781
2025-12-31,11222
2026-01-01,11644
2026-01-02,12190
2026-01-03,12597
2026-01-04,13098
2026-01-05,14000
2026-01-06,14727
2026-01-07,15468
2026-01-08,16262
2026-01-09,16941
2026-01-10,17415
