date,version_downloads
2025-11-19,96
2025-11-20,332
2025-11-21,432
2025-11-22,469
2025-11-23,519
2025-11-24,658
2025-11-25,757
2025-11-26,830
2025-11-27,896
2025-11-28,927
2025-11-29,946
2025-11-30,966
2025-12-01,1038
2025-12-02,1138
2025-12-03,1199
2025-12-04,1252
2025-12-05,1285
2025-12-06,1297
2025-12-07,1331
2025-12-08,1383
2025-12-09,1438
2025-12-10,1504
2025-12-11,1558
2025-12-12,1594
