date,version_downloads
2026-05-21,7
2026-05-22,88
2026-05-23,165
2026-05-25,308
2026-05-27,637
2026-05-28,762
2026-05-29,870
2026-05-30,896
2026-06-01,954
2026-06-02,1031
2026-06-03,1094
2026-06-04,1136
2026-06-05,1217
2026-06-06,1238
