date,asset_downloads,sha512sum_downloads
2025-10-25,25948,261973
2025-10-26,25950,261973
2025-10-27,25952,261973
2025-10-28,25953,261973
2025-10-29,25954,261973
2025-10-30,25955,261973
2025-10-31,25956,261973
2025-11-01,25957,261973
2025-11-02,25958,261973
2025-11-03,25959,261973
2025-11-04,25960,261973
2025-11-05,25961,261973
2025-11-06,25962,261973
2025-11-07,25963,261973
2025-11-08,25964,261973
2025-11-09,25965,261973
2025-11-10,25968,261973
2025-11-11,25969,261973
2025-11-12,25970,261973
2025-11-13,25971,261973
2025-11-14,25972,261973
2025-11-15,25973,261973
2025-11-16,25974,261973
2025-11-17,25975,261973
2025-11-18,25977,261973
2025-11-19,25978,261973
2025-11-20,25979,261973
2025-11-21,25980,261973
2025-11-22,25981,261973
2025-11-23,25982,261973
2025-11-24,25983,261973
2025-11-25,25984,261973
2025-11-26,25985,261973
2025-11-27,25986,261973
2025-11-28,25987,261973
2025-11-29,25988,261973
2025-11-30,25988,261973
2025-12-01,25989,261973
2025-12-02,25990,261973
2025-12-03,25991,261973
2025-12-04,25993,261973
2025-12-05,25994,261973
2025-12-06,25995,261973
2025-12-07,25996,261973
2025-12-08,25997,261973
2025-12-09,25998,261973
2025-12-10,25999,261973
2025-12-11,26000,261973
2025-12-12,26001,261973
2025-12-13,26002,261973
2025-12-14,26003,261973
2025-12-15,26006,261973
2025-12-16,26007,261973
2025-12-17,26008,261973
2025-12-18,26009,261973
2025-12-19,26010,261973
2025-12-20,26011,261973
2025-12-21,26012,261973
2025-12-22,26013,261973
2025-12-23,26014,261973
2025-12-24,26015,261973
2025-12-25,26016,261973
2025-12-26,26017,261973
2025-12-27,26018,261973
2025-12-28,26019,261973
2025-12-29,26020,261973
2025-12-30,26021,261973
2025-12-31,26022,261973
2026-01-01,26023,261973
2026-01-02,26024,261973
2026-01-03,26025,261973
2026-01-04,26026,261973
2026-01-05,26027,261973
2026-01-06,26028,261973
2026-01-07,26031,261974
2026-01-08,26032,261974
2026-01-09,26033,261974
2026-01-10,26034,261974
2026-01-11,26035,261974
2026-01-12,26036,261974
2026-01-13,26037,261974
2026-01-14,26039,261974
2026-01-15,26040,261974
2026-01-16,26042,261974
2026-01-17,26043,261974
2026-01-18,26044,261974
2026-01-19,26045,261974
2026-01-20,26046,261974
2026-01-21,26047,261974
2026-01-22,26048,261974
2026-01-23,26049,261974
2026-01-24,26050,261974
2026-01-25,26051,261974
2026-01-26,26053,261975
2026-01-27,26054,261975
2026-01-28,26055,261975
2026-01-29,26056,261975
2026-01-30,26058,261976
2026-01-31,26059,261976
2026-02-01,26063,261977
2026-02-02,26064,261977
2026-02-03,26066,261978
2026-02-04,26067,261978
2026-02-05,26068,261978
2026-02-06,26069,261978
2026-02-07,26070,261978
2026-02-08,26071,261979
2026-02-09,26074,261979
2026-02-10,26077,261979
2026-02-15,26082,261979
2026-02-16,26083,261979
2026-02-17,26084,261979
2026-02-18,26085,261979
2026-02-19,26086,261979
2026-02-20,26087,261979
2026-02-21,26088,261979
2026-02-22,26090,261979
2026-02-23,26091,261979
2026-02-24,26092,261979
2026-02-25,26093,261979
2026-02-26,26094,261979
2026-02-27,26095,261979
2026-02-28,26096,261979
2026-03-01,26097,261979
2026-03-02,26098,261979
2026-03-03,26099,261979
2026-03-04,26100,261979
2026-03-05,26101,261979
2026-03-06,26102,261979
2026-03-07,26103,261979
2026-03-08,26104,261979
2026-03-09,26105,261979
2026-03-10,26106,261979
2026-03-11,26107,261979
2026-03-12,26108,261979
2026-03-13,26108,261979
2026-03-14,26109,261979
2026-03-15,26110,261979
2026-03-16,26111,261979
2026-03-17,26112,261979
2026-03-18,26112,261979
2026-03-19,26112,261979
2026-03-20,26113,261979
2026-03-21,26114,261979
2026-03-22,26114,261979
2026-03-23,26115,261979
2026-03-24,26116,261979
2026-03-25,26119,261979
2026-03-26,26124,261979
2026-03-27,26125,261979
2026-03-28,26125,261979
2026-03-29,26126,261979
2026-03-30,26127,261979
2026-03-31,26128,261979
2026-04-01,26129,261979
2026-04-02,26130,261979
2026-04-03,26131,261979
2026-04-04,26132,261979
2026-04-05,26133,261979
2026-04-06,26134,261979
2026-04-07,26135,261979
2026-04-08,26136,261979
2026-04-09,26137,261979
2026-04-10,26138,261979
2026-04-11,26139,261979
2026-04-12,26140,261979
2026-04-13,26141,261979
2026-04-14,26142,261979
2026-04-15,26143,261979
2026-04-16,26144,261979
2026-04-17,26145,261979
2026-04-18,26146,261979
2026-04-19,26147,261979
2026-04-20,26148,261979
2026-04-21,26149,261979
2026-04-22,26151,261979
2026-04-23,26152,261979
2026-04-24,26153,261979
2026-04-25,26153,261979
2026-04-26,26153,261979
2026-04-27,26154,261979
2026-04-28,26157,261979
2026-04-29,26158,261979
2026-04-30,26159,261979
2026-05-01,26160,261979
2026-05-02,26161,261979
2026-05-03,26162,261979
2026-05-04,26163,261979
2026-05-05,26164,261979
2026-05-06,26165,261979
2026-05-07,26166,261979
2026-05-08,26167,261979
2026-05-09,26168,261979
2026-05-11,26170,261979
2026-05-12,26171,261979
2026-05-13,26172,261979
2026-05-14,26173,261979
2026-05-15,26174,261979
2026-05-16,26175,261979
2026-05-18,26176,261979
2026-05-19,26181,261979
2026-05-21,26183,261979
2026-05-22,26184,261979
2026-05-23,26185,261979
2026-05-25,26186,261979
2026-05-27,26188,261979
2026-05-28,26189,261979
2026-05-29,26191,261979
2026-05-30,26192,261979
2026-06-01,26193,261979
2026-06-02,26194,261979
2026-06-03,26195,261979
2026-06-04,26197,261979
2026-06-05,26200,261979
2026-06-06,26202,261979
2026-06-08,26206,261979
2026-06-09,26209,261979
2026-06-10,26211,261979
2026-06-11,26213,261979
2026-06-12,26217,261979
2026-06-13,26219,261979
2026-06-15,26221,261979
2026-06-16,26223,261979
2026-06-17,26225,261979
2026-06-18,26227,261979
2026-06-19,26231,261980
2026-06-21,26233,261980
2026-06-22,26235,261980
2026-06-23,26240,261980
2026-06-24,26241,261980
2026-06-25,26243,261980
2026-06-26,26246,261980
2026-06-27,26248,261980
2026-06-29,26250,261980
2026-07-01,26252,261980
2026-07-02,26253,261980
2026-07-03,26254,261980
2026-07-04,26255,261980
2026-07-06,26257,261980
2026-07-07,26258,261980
2026-07-08,26259,261980
2026-07-09,26260,261980
2026-07-10,26261,261980
2026-07-11,26262,261980
2026-07-13,26265,261980
2026-07-14,26266,261980
2026-07-15,26267,261980
2026-07-16,26268,261980
2026-07-17,26269,261980
2026-07-18,26270,261980
2026-07-19,26271,261980
2026-07-20,26272,261980
2026-07-21,26273,261980
2026-07-22,26274,261980
2026-07-23,26275,261980
2026-07-24,26276,261980
2026-07-25,26277,261980
2026-07-27,26279,261980
2026-07-28,26280,261980
2026-07-29,26281,261980
2026-07-30,26282,261980
