date,asset_downloads,sha512sum_downloads
2025-10-25,1068,71
2025-10-26,1068,71
2025-10-27,1068,71
2025-10-28,1068,71
2025-10-29,1068,71
2025-10-30,1068,71
2025-10-31,1068,71
2025-11-01,1068,71
2025-11-02,1068,71
2025-11-03,1068,71
2025-11-04,1068,71
2025-11-05,1068,71
2025-11-06,1068,71
2025-11-07,1068,71
2025-11-08,1068,71
2025-11-09,1068,71
2025-11-10,1068,71
2025-11-11,1068,71
2025-11-12,1068,71
2025-11-13,1069,71
2025-11-14,1069,71
2025-11-15,1069,71
2025-11-16,1069,71
2025-11-17,1069,71
2025-11-18,1069,71
2025-11-19,1069,71
2025-11-20,1069,71
2025-11-21,1069,71
2025-11-22,1069,71
