date,asset_downloads,sha512sum_downloads
2025-10-25,84093,1231838
2025-10-26,84099,1231838
2025-10-27,84105,1231838
2025-10-28,84110,1231838
2025-10-29,84122,1231838
2025-10-30,84135,1231838
2025-10-31,84143,1231838
2025-11-01,84147,1231838
2025-11-02,84150,1231838
2025-11-03,84167,1231838
2025-11-04,84174,1231838
2025-11-05,84183,1231838
2025-11-06,84192,1231838
2025-11-07,84194,1231838
2025-11-08,84196,1231838
2025-11-09,84205,1231838
2025-11-10,84217,1231838
2025-11-11,84224,1231838
2025-11-12,84239,1231838
2025-11-13,84246,1231838
2025-11-14,84254,1231838
2025-11-15,84257,1231838
2025-11-16,84259,1231838
2025-11-17,84267,1231838
2025-11-18,84283,1231838
2025-11-19,84294,1231838
2025-11-20,84299,1231838
2025-11-21,84302,1231838
2025-11-22,84309,1231838
2025-11-23,84316,1231838
2025-11-24,84324,1231838
2025-11-25,84334,1231838
2025-11-26,84342,1231838
2025-11-27,84349,1231838
2025-11-28,84358,1231838
2025-11-29,84361,1231838
2025-11-30,84367,1231838
2025-12-01,84378,1231838
2025-12-02,84384,1231838
2025-12-03,84393,1231838
2025-12-04,84399,1231838
2025-12-05,84403,1231838
2025-12-06,84407,1231838
2025-12-07,84410,1231838
2025-12-08,84422,1231838
2025-12-09,84429,1231838
2025-12-10,84439,1231838
2025-12-11,84448,1231838
2025-12-12,84456,1231838
2025-12-13,84462,1231838
2025-12-14,84467,1231838
2025-12-15,84491,1231838
2025-12-16,84501,1231838
2025-12-17,84506,1231838
2025-12-18,84519,1231838
2025-12-19,84530,1231838
2025-12-20,84533,1231838
2025-12-21,84535,1231838
2025-12-22,84554,1231838
2025-12-23,84562,1231838
2025-12-24,84568,1231838
2025-12-25,84570,1231838
2025-12-26,84573,1231838
2025-12-27,84578,1231838
2025-12-28,84582,1231838
2025-12-29,84596,1231838
2025-12-30,84600,1231838
2025-12-31,84603,1231838
2026-01-01,84605,1231838
2026-01-02,84611,1231838
2026-01-03,84615,1231838
2026-01-04,84622,1231838
2026-01-05,84624,1231838
2026-01-06,84632,1231838
2026-01-07,84640,1231839
2026-01-08,84650,1231839
2026-01-09,84659,1231839
2026-01-10,84664,1231839
2026-01-11,84667,1231839
2026-01-12,84671,1231839
2026-01-13,84679,1231839
2026-01-14,84687,1231839
2026-01-15,84694,1231839
2026-01-16,84695,1231839
2026-01-17,84697,1231839
2026-01-18,84700,1231839
2026-01-19,84709,1231839
2026-01-20,84719,1231839
2026-01-21,84726,1231839
2026-01-22,84740,1231839
2026-01-23,84742,1231839
2026-01-24,84744,1231839
2026-01-25,84749,1231839
2026-01-26,84758,1231840
2026-01-27,84765,1231840
2026-01-28,84786,1231840
2026-01-29,84793,1231840
2026-01-30,84803,1231841
2026-01-31,84804,1231841
2026-02-01,84811,1231841
2026-02-02,84815,1231841
2026-02-03,84821,1231842
2026-02-04,84836,1231842
2026-02-05,84857,1231842
2026-02-06,84867,1231842
2026-02-07,84868,1231842
2026-02-08,84870,1231842
2026-02-09,84875,1231842
2026-02-10,84884,1231842
2026-02-15,84910,1231842
2026-02-16,84917,1231842
2026-02-17,84922,1231842
2026-02-18,84934,1231842
2026-02-19,84945,1231842
2026-02-20,84952,1231842
2026-02-21,84953,1231842
2026-02-22,84956,1231842
2026-02-23,84958,1231842
2026-02-24,84977,1231842
2026-02-25,84984,1231842
2026-02-26,84990,1231842
2026-02-27,84994,1231842
2026-02-28,84995,1231842
2026-03-01,84999,1231842
2026-03-02,85001,1231842
2026-03-03,85006,1231842
2026-03-04,85013,1231842
2026-03-05,85018,1231842
2026-03-06,85023,1231842
2026-03-07,85026,1231842
2026-03-08,85030,1231842
2026-03-09,85032,1231842
2026-03-10,85040,1231842
2026-03-11,85042,1231842
2026-03-12,85043,1231842
2026-03-13,85045,1231842
2026-03-14,85046,1231842
2026-03-15,85047,1231842
2026-03-16,85051,1231842
2026-03-17,85058,1231842
2026-03-18,85064,1231842
2026-03-19,85070,1231842
2026-03-20,85071,1231842
2026-03-21,85072,1231842
2026-03-22,85073,1231842
2026-03-23,85076,1231842
2026-03-24,85080,1231842
2026-03-25,85088,1231842
2026-03-26,85096,1231842
2026-03-27,85103,1231842
2026-03-28,85103,1231842
2026-03-29,85114,1231842
2026-03-30,85121,1231842
2026-03-31,85132,1231842
2026-04-01,85138,1231842
2026-04-02,85141,1231842
2026-04-03,85144,1231842
2026-04-04,85146,1231842
2026-04-05,85147,1231842
2026-04-06,85152,1231842
2026-04-07,85158,1231842
2026-04-08,85163,1231842
2026-04-09,85168,1231842
2026-04-10,85174,1231842
2026-04-11,85176,1231842
2026-04-12,85184,1231842
2026-04-13,85195,1231842
2026-04-14,85198,1231842
2026-04-15,85199,1231842
2026-04-16,85206,1231842
2026-04-17,85208,1231842
2026-04-18,85211,1231842
2026-04-19,85214,1231842
2026-04-20,85220,1231842
2026-04-21,85234,1231842
2026-04-22,85244,1231842
2026-04-23,85253,1231842
2026-04-24,85257,1231842
2026-04-25,85259,1231842
2026-04-26,85264,1231842
2026-04-27,85268,1231842
2026-04-28,85276,1231842
2026-04-29,85286,1231842
2026-04-30,85292,1231842
2026-05-01,85294,1231842
2026-05-02,85296,1231842
2026-05-03,85302,1231842
2026-05-04,85314,1231842
2026-05-05,85318,1231842
2026-05-06,85332,1231842
2026-05-07,85342,1231842
2026-05-08,85346,1231842
2026-05-09,85350,1231842
2026-05-11,85358,1231842
2026-05-12,85365,1231842
2026-05-13,85373,1231842
2026-05-14,85378,1231842
2026-05-15,85380,1231842
2026-05-16,85383,1231842
2026-05-18,85387,1231842
2026-05-19,85404,1231842
2026-05-21,85415,1231842
2026-05-22,85418,1231842
2026-05-23,85420,1231842
2026-05-25,85423,1231842
2026-05-27,85433,1231842
2026-05-28,85437,1231842
2026-05-29,85446,1231842
2026-05-30,85449,1231842
2026-06-01,85461,1231842
2026-06-02,85466,1231842
2026-06-03,85479,1231842
2026-06-04,85490,1231842
2026-06-05,85508,1231842
2026-06-06,85513,1231842
2026-06-08,85518,1231842
2026-06-09,85526,1231842
2026-06-10,85538,1231842
2026-06-11,85543,1231842
2026-06-12,85555,1231842
2026-06-13,85557,1231842
2026-06-15,85564,1231842
2026-06-16,85570,1231842
2026-06-17,85578,1231842
2026-06-18,85585,1231842
2026-06-19,85593,1231843
2026-06-21,85595,1231843
2026-06-22,85602,1231843
2026-06-23,85613,1231843
2026-06-24,85619,1231843
2026-06-25,85626,1231843
