date,asset_downloads,sha512sum_downloads
2025-10-25,4635,15
2025-10-26,4637,15
2025-10-27,4638,15
2025-10-28,4639,15
2025-10-29,4640,15
2025-10-30,4641,15
2025-10-31,4642,15
2025-11-01,4643,15
2025-11-02,4644,15
2025-11-03,4645,15
2025-11-04,4646,15
2025-11-05,4647,15
2025-11-06,4648,15
2025-11-07,4649,15
2025-11-08,4650,15
2025-11-09,4651,15
2025-11-10,4652,15
2025-11-11,4653,15
2025-11-12,4654,15
2025-11-13,4655,15
2025-11-14,4656,15
2025-11-15,4657,15
2025-11-16,4658,15
2025-11-17,4659,15
2025-11-18,4661,15
2025-11-19,4662,15
2025-11-20,4663,15
2025-11-21,4664,15
2025-11-22,4665,15
2025-11-23,4666,15
2025-11-24,4667,15
2025-11-25,4668,15
2025-11-26,4669,15
2025-11-27,4670,15
2025-11-28,4671,15
2025-11-29,4672,15
2025-11-30,4672,15
2025-12-01,4673,15
2025-12-02,4674,15
2025-12-03,4675,15
2025-12-04,4676,15
2025-12-05,4677,15
2025-12-06,4678,15
2025-12-07,4679,15
2025-12-08,4680,15
2025-12-09,4681,15
2025-12-10,4685,15
2025-12-11,4686,15
2025-12-12,4687,15
2025-12-13,4688,15
2025-12-14,4689,15
2025-12-15,4690,15
2025-12-16,4691,15
2025-12-17,4692,15
2025-12-18,4693,15
2025-12-19,4694,15
2025-12-20,4695,15
2025-12-21,4696,15
2025-12-22,4697,15
2025-12-23,4698,15
2025-12-24,4699,15
2025-12-25,4700,15
2025-12-26,4701,15
2025-12-27,4702,15
2025-12-28,4703,15
2025-12-29,4704,15
2025-12-30,4705,15
2025-12-31,4706,15
2026-01-01,4707,15
2026-01-02,4708,15
2026-01-03,4709,15
2026-01-04,4710,15
2026-01-05,4711,15
2026-01-06,4712,15
2026-01-07,4714,16
2026-01-08,4715,16
2026-01-09,4716,16
2026-01-10,4717,16
2026-01-11,4721,16
2026-01-12,4722,16
2026-01-13,4723,16
2026-01-14,4724,16
2026-01-15,4725,16
2026-01-16,4725,16
2026-01-17,4726,16
2026-01-18,4727,16
2026-01-19,4728,16
2026-01-20,4729,16
2026-01-21,4730,16
2026-01-22,4732,16
2026-01-23,4733,16
2026-01-24,4734,16
2026-01-25,4735,16
2026-01-26,4737,17
2026-01-27,4738,17
2026-01-28,4739,17
2026-01-29,4740,17
2026-01-30,4742,18
2026-01-31,4743,18
2026-02-01,4747,20
2026-02-02,4748,20
2026-02-03,4750,21
2026-02-04,4751,21
2026-02-05,4752,21
2026-02-06,4753,21
2026-02-07,4754,21
2026-02-08,4755,21
2026-02-09,4756,21
2026-02-10,4757,21
2026-02-15,4762,21
2026-02-16,4763,21
2026-02-17,4764,21
2026-02-18,4765,21
2026-02-19,4766,21
2026-02-20,4767,21
2026-02-21,4768,21
2026-02-22,4769,21
2026-02-23,4770,21
2026-02-24,4771,21
2026-02-25,4772,21
2026-02-26,4773,21
2026-02-27,4774,21
2026-02-28,4775,21
2026-03-01,4776,21
2026-03-02,4777,21
2026-03-03,4778,21
2026-03-04,4779,21
2026-03-05,4780,21
2026-03-06,4781,21
2026-03-07,4782,21
2026-03-08,4783,21
2026-03-09,4784,21
2026-03-10,4785,21
2026-03-11,4786,21
2026-03-12,4787,21
2026-03-13,4787,21
2026-03-14,4788,21
2026-03-15,4789,21
2026-03-16,4790,21
2026-03-17,4791,21
2026-03-18,4791,21
2026-03-19,4791,21
