date,asset_downloads,sha512sum_downloads
2025-10-25,45216,704508
2025-10-26,45218,704508
2025-10-27,45219,704508
2025-10-28,45220,704508
2025-10-29,45221,704508
2025-10-30,45222,704508
2025-10-31,45224,704508
2025-11-01,45225,704508
2025-11-02,45226,704508
2025-11-03,45227,704508
2025-11-04,45228,704508
2025-11-05,45230,704508
2025-11-06,45231,704508
2025-11-07,45232,704508
2025-11-08,45233,704508
2025-11-09,45234,704508
2025-11-10,45235,704508
2025-11-11,45236,704508
2025-11-12,45237,704508
2025-11-13,45238,704508
2025-11-14,45239,704508
2025-11-15,45240,704508
2025-11-16,45241,704508
2025-11-17,45242,704508
2025-11-18,45243,704508
2025-11-19,45244,704509
2025-11-20,45245,704509
2025-11-21,45246,704509
2025-11-22,45247,704509
2025-11-23,45248,704509
2025-11-24,45249,704509
2025-11-25,45250,704509
2025-11-26,45251,704509
2025-11-27,45252,704509
2025-11-28,45253,704509
2025-11-29,45254,704509
2025-11-30,45254,704509
2025-12-01,45255,704509
2025-12-02,45256,704509
2025-12-03,45257,704509
2025-12-04,45258,704509
2025-12-05,45259,704509
2025-12-06,45260,704509
2025-12-07,45261,704509
2025-12-08,45262,704509
2025-12-09,45263,704509
2025-12-10,45264,704509
2025-12-11,45265,704509
2025-12-12,45266,704509
2025-12-13,45267,704509
2025-12-14,45268,704509
2025-12-15,45269,704509
2025-12-16,45270,704509
2025-12-17,45271,704509
2025-12-18,45272,704509
2025-12-19,45273,704509
2025-12-20,45274,704509
2025-12-21,45275,704509
2025-12-22,45276,704509
2025-12-23,45277,704509
2025-12-24,45278,704509
2025-12-25,45279,704509
2025-12-26,45280,704509
2025-12-27,45281,704509
2025-12-28,45282,704509
2025-12-29,45283,704509
2025-12-30,45284,704509
2025-12-31,45285,704509
2026-01-01,45286,704509
2026-01-02,45287,704509
2026-01-03,45288,704509
2026-01-04,45289,704509
2026-01-05,45290,704509
2026-01-06,45291,704510
2026-01-07,45293,704512
2026-01-08,45294,704513
2026-01-09,45295,704514
2026-01-10,45297,704514
2026-01-11,45298,704514
2026-01-12,45299,704514
2026-01-13,45300,704514
2026-01-14,45301,704514
2026-01-15,45302,704514
2026-01-16,45302,704514
2026-01-17,45303,704514
2026-01-18,45304,704514
2026-01-19,45305,704514
2026-01-20,45306,704514
2026-01-21,45307,704514
2026-01-22,45308,704514
2026-01-23,45309,704514
2026-01-24,45310,704514
2026-01-25,45311,704514
