date,asset_downloads,sha512sum_downloads
2025-10-25,35587,188
2025-10-26,35589,188
2025-10-27,35593,188
2025-10-28,35593,188
2025-10-29,35594,188
2025-10-30,35594,188
2025-10-31,35594,188
2025-11-01,35594,188
2025-11-02,35594,188
2025-11-03,35594,188
2025-11-04,35594,188
2025-11-05,35594,188
2025-11-06,35594,188
2025-11-07,35595,188
2025-11-08,35595,188
2025-11-09,35599,188
2025-11-10,35599,188
2025-11-11,35602,188
2025-11-12,35602,188
2025-11-13,35602,188
2025-11-14,35602,188
2025-11-15,35602,188
2025-11-16,35602,188
2025-11-17,35602,188
2025-11-18,35602,188
2025-11-19,35602,188
2025-11-20,35602,188
2025-11-21,35603,188
2025-11-22,35605,188
2025-11-23,35605,188
2025-11-24,35605,188
2025-11-25,35605,188
2025-11-26,35605,188
2025-11-27,35605,188
2025-11-28,35605,188
2025-11-29,35605,188
2025-11-30,35605,188
2025-12-01,35605,188
2025-12-02,35606,188
2025-12-03,35606,188
2025-12-04,35606,188
2025-12-05,35606,188
2025-12-06,35606,188
2025-12-07,35608,188
2025-12-08,35608,188
2025-12-09,35608,188
2025-12-10,35608,188
2025-12-11,35608,188
2025-12-12,35608,188
2025-12-13,35608,188
2025-12-14,35608,188
2025-12-15,35609,188
2025-12-16,35609,188
2025-12-17,35609,188
2025-12-18,35609,188
2025-12-19,35609,188
2025-12-20,35609,188
2025-12-21,35609,188
2025-12-22,35609,188
2025-12-23,35609,188
2025-12-24,35609,188
2025-12-25,35609,188
2025-12-26,35609,188
2025-12-27,35609,188
2025-12-28,35609,188
2025-12-29,35609,188
2025-12-30,35609,188
2025-12-31,35609,188
2026-01-01,35609,188
2026-01-02,35609,188
2026-01-03,35609,188
2026-01-04,35609,188
2026-01-05,35609,188
2026-01-06,35611,188
2026-01-07,35612,189
2026-01-08,35614,189
2026-01-09,35615,189
2026-01-10,35615,189
2026-01-11,35624,189
2026-01-12,35624,189
2026-01-13,35624,189
2026-01-14,35624,189
2026-01-15,35625,189
2026-01-16,35626,189
2026-01-17,35626,189
2026-01-18,35627,189
2026-01-19,35627,189
2026-01-20,35629,189
2026-01-21,35629,189
2026-01-22,35629,189
2026-01-23,35629,189
2026-01-24,35629,189
2026-01-25,35630,189
2026-01-26,35631,190
2026-01-27,35633,190
2026-01-28,35634,190
2026-01-29,35634,190
2026-01-30,35635,191
2026-01-31,35635,191
2026-02-01,35637,191
2026-02-02,35637,191
2026-02-03,35638,192
2026-02-04,35638,192
2026-02-05,35640,192
2026-02-06,35646,193
2026-02-07,35646,193
2026-02-08,35648,193
2026-02-09,35650,193
2026-02-10,35652,193
2026-02-15,35654,193
2026-02-16,35657,193
2026-02-17,35658,193
2026-02-18,35658,193
2026-02-19,35660,193
2026-02-20,35664,193
2026-02-21,35664,193
2026-02-22,35664,193
2026-02-23,35664,193
2026-02-24,35664,193
2026-02-25,35664,193
2026-02-26,35664,193
2026-02-27,35665,193
2026-02-28,35665,193
2026-03-01,35665,193
2026-03-02,35665,193
2026-03-03,35665,193
2026-03-04,35666,193
2026-03-05,35666,193
2026-03-06,35666,193
2026-03-07,35666,193
2026-03-08,35666,193
2026-03-09,35666,193
2026-03-10,35666,193
2026-03-11,35666,193
2026-03-12,35667,193
2026-03-13,35667,193
2026-03-14,35667,193
2026-03-15,35667,193
2026-03-16,35667,193
2026-03-17,35669,193
2026-03-18,35671,193
