date,asset_downloads,sha512sum_downloads
2026-06-29,68,7
2026-07-01,301,14
2026-07-02,409,16
2026-07-03,514,18
2026-07-04,622,22
2026-07-06,830,28
2026-07-07,932,31
2026-07-08,1334,754
2026-07-09,1687,1882
2026-07-10,1869,2780
2026-07-11,2010,3540
2026-07-13,2448,5304
2026-07-14,2670,6382
2026-07-15,2866,7489
2026-07-16,3043,8568
2026-07-17,3196,9392
2026-07-18,3315,10062
2026-07-19,3470,10893
2026-07-20,3650,12072
2026-07-21,3825,13308
2026-07-22,3976,14472
2026-07-23,4151,15602
2026-07-24,4292,16527
2026-07-25,4422,17353
2026-07-27,4729,19587
2026-07-28,4830,20466
2026-07-29,4912,21057
2026-07-30,4912,21057
2026-07-31,4912,21057
2026-08-01,4912,21057
2026-08-03,4912,21057
2026-08-04,4913,21058
2026-08-05,4913,21058
2026-08-06,4913,21058
2026-08-07,4914,21058
2026-08-08,4914,21058
2026-08-09,4914,21058
2026-08-10,4914,21058
2026-08-11,4914,21058
2026-08-12,4914,21058
2026-08-13,4914,21058
2026-08-14,4914,21058
2026-08-15,4914,21058
2026-08-16,4914,21058
2026-08-17,4914,21058
