date,asset_downloads,sha512sum_downloads
2025-10-25,73099,460308
2025-10-26,73104,460308
2025-10-27,73105,460308
2025-10-28,73108,460308
2025-10-29,73114,460308
2025-10-30,73115,460308
2025-10-31,73118,460308
2025-11-01,73120,460308
2025-11-02,73122,460308
2025-11-03,73123,460308
2025-11-04,73128,460308
2025-11-05,73132,460308
2025-11-06,73135,460308
2025-11-07,73136,460308
2025-11-08,73139,460308
2025-11-09,73143,460308
2025-11-10,73145,460308
2025-11-11,73148,460308
2025-11-12,73151,460308
2025-11-13,73156,460308
2025-11-14,73157,460308
2025-11-15,73158,460308
2025-11-16,73159,460308
2025-11-17,73166,460308
2025-11-18,73171,460308
2025-11-19,73173,460308
2025-11-20,73179,460308
2025-11-21,73181,460308
2025-11-22,73182,460308
2025-11-23,73186,460308
2025-11-24,73197,460308
2025-11-25,73202,460308
2025-11-26,73209,460308
2025-11-27,73212,460308
2025-11-28,73214,460308
2025-11-29,73216,460308
2025-11-30,73219,460308
2025-12-01,73227,460308
2025-12-02,73231,460308
2025-12-03,73236,460308
2025-12-04,73240,460308
2025-12-05,73245,460308
2025-12-06,73247,460308
2025-12-07,73248,460308
2025-12-08,73251,460308
2025-12-09,73254,460308
2025-12-10,73258,460308
2025-12-11,73264,460308
2025-12-12,73268,460308
2025-12-13,73271,460308
2025-12-14,73277,460308
2025-12-15,73279,460308
2025-12-16,73281,460308
2025-12-17,73285,460308
2025-12-18,73288,460308
2025-12-19,73290,460308
2025-12-20,73292,460308
2025-12-21,73293,460308
2025-12-22,73296,460308
2025-12-23,73297,460308
2025-12-24,73300,460308
2025-12-25,73301,460308
2025-12-26,73303,460308
2025-12-27,73306,460308
2025-12-28,73308,460308
2025-12-29,73312,460308
2025-12-30,73313,460308
2025-12-31,73314,460308
2026-01-01,73316,460308
2026-01-02,73317,460308
2026-01-03,73318,460308
2026-01-04,73321,460308
2026-01-05,73325,460308
2026-01-06,73332,460308
2026-01-07,73334,460309
2026-01-08,73337,460309
2026-01-09,73343,460309
2026-01-10,73345,460309
2026-01-11,73348,460309
2026-01-12,73350,460309
2026-01-13,73352,460309
2026-01-14,73356,460309
2026-01-15,73367,460309
2026-01-16,73367,460309
2026-01-17,73371,460309
2026-01-18,73374,460309
2026-01-19,73376,460309
2026-01-20,73380,460309
2026-01-21,73383,460309
2026-01-22,73386,460309
2026-01-23,73387,460309
2026-01-24,73389,460309
2026-01-25,73392,460309
2026-01-26,73395,460310
2026-01-27,73397,460310
2026-01-28,73401,460310
2026-01-29,73405,460310
2026-01-30,73408,460311
2026-01-31,73409,460311
2026-02-01,73413,460311
2026-02-02,73415,460311
2026-02-03,73417,460312
2026-02-04,73420,460312
2026-02-05,73421,460312
2026-02-06,73422,460313
2026-02-07,73424,460313
2026-02-08,73426,460313
2026-02-09,73427,460313
2026-02-10,73429,460313
2026-02-15,73443,460313
2026-02-16,73446,460313
2026-02-17,73448,460313
2026-02-18,73450,460313
2026-02-19,73454,460313
2026-02-20,73457,460313
2026-02-21,73458,460313
2026-02-22,73461,460313
2026-02-23,73462,460313
2026-02-24,73466,460313
2026-02-25,73472,460313
2026-02-26,73474,460313
2026-02-27,73479,460313
2026-02-28,73480,460313
2026-03-01,73484,460313
2026-03-02,73487,460313
2026-03-03,73488,460313
2026-03-04,73492,460313
2026-03-05,73495,460313
2026-03-06,73499,460313
2026-03-07,73500,460313
2026-03-08,73502,460313
2026-03-09,73506,460313
2026-03-10,73509,460313
2026-03-11,73513,460313
2026-03-12,73515,460313
2026-03-13,73519,460313
